assignment_group,description,text_length
GRP_0,access new payroll site issue able gain make approval advise browser email trail assistance rectify problem want download wrong contact resolve,143
GRP_0,able see drawing business client view download tool summary refer call mr dwfiykeo argtxmvcumar,95
GRP_0,experience nearly min delay incoming email per screenshot,57
GRP_0,mail access mobile provide detail,33
GRP_0,erp login issue hello error try good,36
GRP_0,installation engineering tool google chrome dear concern install relate app laptop new good,91
GRP_0,browser problem hub good day open computer screen pop work time regard analyst payroll mailto manage director phvkowml azbtkqwx naruedlk mpvhakdq,145
GRP_0,able sign collaboration platform work sorry find company com directory try later automatically fix idea click different account site javascript layout true source office service time use another want start browser private browse mode show contact support team include technical detail correlation ce ff date url issue type athjyul dixhtyuit senior manager sale north msg mailto,377
GRP_33,telephony software upgrade work pc start program close follow error message appear exe application see file confirm ok carry translation type perform,149
GRP_9,abended job scheduler monitor tool company com,46
GRP_9,abended job scheduler monitor tool company com,46
GRP_0,tess issue dear sir face software resolve,41
GRP_9,abended job scheduler monitor tool company com,46
GRP_0,engineering tool open resolve issue available office next hour,62
GRP_24,check wireless access point conference room xmlbfjpg yegzbvru,61
GRP_0,business client error open,26
GRP_24,problem lan ewew xwirzvda okhyipgr,34
GRP_24,problem lan ewew xwirzvda okhyipgr,34
GRP_24,wireless access point work jxphgfmb gjbtuwek,44
GRP_33,access germany long work error message fail connect server accord colleague press shop pc number correct replace renew thank,124
GRP_0,fe work erp print choose excel word pdf file matheywter also happen,67
GRP_9,abended job scheduler monitor tool company com,46
GRP_0,configuration knowledge center add connect mail outlook need access send receive email work mine mailto action urgent thank,123
GRP_4,interface usa switch bottom msfc since est description gigabitethernet dns node vip,83
GRP_9,abended job scheduler monitor tool company com,46
GRP_19,printer setup install network laptop,36
GRP_0,account lock erp sid,20
GRP_0,inquiry add digital signature pdf,33
GRP_0,unable sign skype,17
GRP_0,unable launch business client microsoft net error,49
GRP_12,hostname average sample disk free warning threshold total size gb,65
GRP_12,hostname total cpu error threshold average sample,49
GRP_12,lhqsm sync fail detect last hour investigate,44
GRP_0,email contact issue connect system use teamviewer delete ms crm reconfigure mscrm restart pc outlook caller confirm able see resolve,132
GRP_0,dell monitor display issue,26
GRP_8,abended job scheduler monitor tool company com,46
GRP_0,ess problem expense report try thru work blank screen pop click link,68
GRP_0,see receipt travel reimbursement link form submit team member break,67
GRP_0,need access netweaver drawing also erp type deny unable net weaver,66
GRP_2,security incident correlation rule trigger icmp ping failure relate event summary service source ip hostname ap destination device company com extra datum inspectorruleid sherlockruleid ileatdatacenter true srchostname foreseemaliciouscomment null empty model find evaluationmodel foreseeinternalip misreceivedtime foreseeconndirection internal inspectoreventid occurrence count detail check fail echo unable,408
GRP_0,erp sid password lock,21
GRP_0,erp sid account unlock,22
GRP_12,server full find erase win last long language browser microsoft internet explorer email customer number telephone summary,121
GRP_0,open outlook issue early week,29
GRP_12,hostname disk free warning threshold total size gb average sample,65
GRP_12,blade chassis hostname ip report non critical hardware issue team new functionality feature monitor tool provide start sensor receive alert turn could investigate advise,169
GRP_12,blade chassis hostname ip report non critical hardware issue team new functionality feature monitor tool provide start sensor receive alert turn could investigate advise,169
GRP_8,abended job scheduler archive daily sid monitor,47
GRP_0,symantec endpoint encryption see agent roll europe region sale pc dear folk would like thank site administrator whoever take part pilot uacyltoe hxgayczeing help give honest feedback installation behavior time overall complete full fledge promote package production plan deploy enclose list across start th aug presume admin location acceptance deployment mention date since particular announce month back scot global communication regard keep respective inform schedule also ensure familiar step type duration importance mode reboot refer detail august friday morning per zone tool patch antivirus sw prompt prior notification save work proceed click continue button minute restart require automatic ask bill bankrd provide understand hxgayczeed validate finalize environment target associate replace remove network let know via comment separate column crm bit xlsx exclude completely vip critical machine manually contact manual must local privilege without issue access follow server share either office lan vpn hostname file install window system execute exe folder,1069
GRP_9,abended job scheduler monitor tool company com,46
GRP_19,unable restore pc hibernation reimage bit fail image os run battery backup hour automatically cause massive data loss treat priority detail aidl window sp ramdnty gb contact,173
GRP_0,change window password use management tool connect system teamviewer login manager sync pssword company network caller confirm able issue resolve,145
GRP_0,account lock,12
GRP_13,erp consignment issue create duplicate order generate fill see screenshot email attach customer receive return product,118
GRP_0,drive miss machine,18
GRP_0,unable log,10
GRP_19,laptop damage fall flight send wednesday august nwfodmhc exurcwkm subject amar fw issue refer attach photo due present system working condition repeat use hinge seating might become problematic latitude computer employee code,225
GRP_9,abended job scheduler monitor tool company com,46
GRP_0,password reset,14
GRP_4,problem wlan germany attach device contact yevirgnl ylhogjct info mac address,77
